,probeID,CpG_chrm,CpG_beg,CpG_end,probe_strand,gene,gene_HGNC,CTCF,distance,717HFZ,718AGZ,371WNR,318XQO,340OUL,893CAJ,151PZS,098CED,273PJW,377YFI,773VYR,928QES,786HDE,827FZN,364PIY,802QCI,021NNN,510ZEI,175NGE,670DBL,825ZCZ,912ILE,725WBV,829SZB,483NRC,717RYX,249ZBG,205OTD,765OKG,820YPQ,685BMF,545ZMG,294UQS,104ZSA,370EGY,860FWW,177TTP,151ZGD,743GHZ,990YHL,036WIO,state_modes
346448,cg06084557,chr14,93799868,93799870,+,BTBD7;RP11-120E11.2;UNC79,BTBD7;RP11-120E11.2;UNC79,chr14:93799559-93799693,176.0,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,1,1,1,3,1,3,2,1
346458,cg00008493,chr14,93813776,93813778,+,COX8C;UNC79,COX8C;UNC79,chr14:93813433-93813567,210.0,18,18,18,18,12,18,13,18,18,18,18,18,18,12,18,18,18,18,18,18,18,18,18,18,12,11,18,18,18,18,13,18,18,13,18,13,18,18,18,18,18,18
346496,cg20895877,chr14,94254585,94254587,-,PRIMA1,PRIMA1,chr14:94255377-94255511,791.0,1,14,1,2,14,4,14,1,2,18,1,1,2,14,14,14,1,16,16,11,1,1,14,4,16,15,1,11,10,14,1,2,3,16,14,17,2,14,1,1,16,1
346503,cg08505473,chr14,94255512,94255514,+,PRIMA1,PRIMA1,chr14:94255377-94255511,2.0,2,14,1,2,14,10,15,1,10,2,1,2,2,14,4,14,2,16,2,11,2,1,14,1,16,16,1,11,10,1,2,1,1,16,2,17,14,14,2,1,14,2
346552,cg19949550,chr14,94423703,94423705,-,ASB2,ASB2,chr14:94419775-94419909,3795.0,9,11,7,9,11,9,6,11,6,9,3,17,10,11,16,8,18,10,17,6,6,18,11,18,6,9,6,6,9,10,9,10,9,11,8,11,9,9,3,6,6,9
346554,cg03389164,chr14,94423871,94423873,+,ASB2,ASB2,chr14:94419775-94419909,3963.0,9,11,7,9,11,9,10,11,6,9,3,17,6,11,16,8,18,10,17,6,6,18,11,18,6,9,6,6,10,10,9,10,9,11,8,11,9,9,3,6,6,6
346573,cg24520070,chr14,94462336,94462338,+,LINC00521,CCDC197,chr14:94465989-94466123,3652.0,9,15,11,17,16,11,11,11,11,9,3,4,9,16,15,15,4,17,17,11,17,4,16,11,17,17,17,18,18,6,17,11,9,17,9,4,11,15,17,4,6,17
346576,cg19512848,chr14,94463828,94463830,+,LINC00521,CCDC197,chr14:94465989-94466123,2160.0,18,15,6,17,17,11,17,17,6,11,15,17,18,11,16,16,17,17,16,6,17,17,17,6,17,17,17,17,18,6,17,6,9,17,11,6,11,11,17,18,6,17
346580,cg22981461,chr14,94492473,94492475,+,OTUB2,OTUB2,chr14:94494916-94495050,2442.0,2,17,2,2,2,2,18,2,18,2,2,2,2,4,4,11,2,17,2,6,2,2,4,2,14,10,2,2,17,18,2,2,2,14,2,18,2,4,2,2,2,2
346585,cg18680021,chr14,94492758,94492760,+,OTUB2,OTUB2,chr14:94494916-94495050,2157.0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,2,2,2,2,2,2,2,2,16,2,2,2,2,2,2,2,2
346610,cg26450769,chr14,94547587,94547589,-,DDX24;IFI27L1,DDX24;IFI27L1,chr14:94517667-94517801,29787.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346612,cg26240433,chr14,94547825,94547827,+,DDX24;IFI27L1,DDX24;IFI27L1,chr14:94517667-94517801,30025.0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,2,1
346617,cg00793648,chr14,94548767,94548769,-,DDX24;IFI27L1,DDX24;IFI27L1,chr14:94517667-94517801,30967.0,18,6,11,6,11,6,18,18,6,6,18,6,18,9,11,6,18,11,18,18,2,18,6,11,11,18,2,18,10,18,18,6,18,18,4,18,18,11,2,18,11,18
346621,cg12177001,chr14,94576147,94576149,+,IFI27,IFI27,chr14:94595902-94596036,19754.0,18,17,18,9,18,9,9,18,10,10,18,18,18,9,11,10,18,10,18,11,10,11,18,10,10,11,11,9,10,9,10,9,9,10,6,10,10,11,10,11,18,10
346627,cg20161089,chr14,94577513,94577515,+,IFI27,IFI27,chr14:94595902-94596036,18388.0,2,17,2,1,18,1,1,1,1,1,2,2,18,4,3,10,1,1,2,2,1,2,11,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,18,1
346633,cg18050213,chr14,94595943,94595945,+,IFI27L2,IFI27L2,chr14:94595902-94596036,0.0,1,4,1,3,1,1,1,1,2,1,1,1,3,1,4,1,1,1,2,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,2,9,1,1,1,1,2,1
346638,cg06887170,chr14,94596103,94596105,-,IFI27L2,IFI27L2,chr14:94595902-94596036,68.0,2,4,2,4,1,1,2,1,18,2,1,1,2,1,4,1,1,2,2,2,1,1,1,2,2,4,1,1,2,1,1,1,1,2,1,10,1,1,1,1,2,1
346646,cg09173897,chr14,94639731,94639733,+,PPP4R4,PPP4R4,chr14:94647168-94647302,7436.0,2,17,11,16,14,18,1,2,18,6,16,1,11,2,2,16,2,15,1,17,18,18,16,10,14,15,2,11,17,17,17,18,10,15,1,11,15,15,16,4,17,17
346652,cg10314752,chr14,94640827,94640829,-,PPP4R4,PPP4R4,chr14:94647168-94647302,6340.0,2,14,14,2,14,2,1,1,4,2,14,1,2,14,4,14,2,2,2,4,2,1,2,1,14,15,1,3,14,2,14,2,1,16,2,2,14,14,2,1,14,2
346663,cg05788638,chr14,94759019,94759021,+,SERPINA10,SERPINA10,chr14:94773869-94774003,14849.0,18,17,18,18,9,18,13,17,18,17,17,18,13,16,18,17,17,17,2,11,18,18,11,17,18,13,17,1,16,17,18,6,18,18,18,13,18,17,16,18,18,18
346675,cg10025865,chr14,94789680,94789682,-,SERPINA6,SERPINA6,chr14:94773869-94774003,15678.0,18,16,18,4,11,17,13,18,18,18,17,18,13,17,18,17,18,17,10,4,17,18,18,11,18,18,18,1,18,17,18,11,18,18,18,18,18,17,2,18,18,18
346698,cg02181506,chr14,94856983,94856985,-,SERPINA1,SERPINA1,chr14:94842722-94842856,14128.0,2,15,18,3,9,2,10,1,10,18,17,6,18,17,11,16,2,10,10,9,18,6,9,18,18,4,1,3,10,11,3,18,17,18,2,1,10,17,1,1,18,18
346701,cg24621042,chr14,94857274,94857276,+,SERPINA1,SERPINA1,chr14:94842722-94842856,14419.0,2,15,18,9,9,17,10,10,10,18,17,6,18,17,11,6,10,10,6,9,18,6,9,18,18,11,10,3,10,11,9,10,17,18,11,10,10,17,3,1,18,10
346715,cg05485062,chr14,94983862,94983864,+,SERPINA12,SERPINA12,chr14:94987816-94987950,3953.0,17,17,18,18,18,17,13,17,13,18,17,17,13,16,11,16,17,17,17,18,17,17,18,18,18,17,17,6,17,18,18,18,17,18,17,18,18,17,18,18,18,17
346718,cg19630689,chr14,94984380,94984382,-,SERPINA12,SERPINA12,chr14:94987816-94987950,3435.0,17,17,18,18,18,17,13,17,13,18,17,17,13,16,11,16,17,17,17,18,17,17,18,18,18,17,17,11,17,18,18,18,17,18,17,18,18,17,18,18,18,17
346722,cg19042947,chr14,95027440,95027442,-,SERPINA4;SERPINA5,SERPINA4;SERPINA5,chr14:95025331-95025465,1976.0,18,17,18,18,3,13,13,17,11,17,17,17,13,17,17,1,17,18,2,3,18,17,9,18,18,17,18,3,18,18,18,18,17,18,17,13,18,17,18,18,18,18
346725,cg08495878,chr14,95027858,95027860,-,SERPINA4;SERPINA5,SERPINA4;SERPINA5,chr14:95025331-95025465,2394.0,18,17,18,18,1,13,13,17,9,17,17,17,13,17,17,1,17,18,2,1,18,17,3,18,18,17,18,3,18,18,18,18,17,18,17,13,18,17,18,18,18,18
346729,cg25889160,chr14,95046341,95046343,+,SERPINA5,SERPINA5,chr14:95058290-95058424,11948.0,18,17,18,18,18,17,18,18,6,18,16,18,18,18,17,17,17,18,17,6,18,17,18,6,18,13,18,11,18,18,18,18,17,18,18,18,18,17,18,18,18,18
346736,cg16937611,chr14,95048101,95048103,-,SERPINA5,SERPINA5,chr14:95058290-95058424,10188.0,18,17,18,18,11,11,17,11,11,10,11,11,18,3,11,10,17,18,2,3,18,11,11,9,18,17,9,3,18,18,6,10,11,18,11,10,18,17,18,11,18,18
346745,cg06190732,chr14,95078635,95078637,+,SERPINA3,SERPINA3,chr14:95065786-95065920,12716.0,18,17,18,18,18,2,10,10,11,18,4,6,18,6,18,11,18,18,17,1,18,18,18,3,18,17,6,1,18,6,18,10,17,18,18,11,18,17,18,11,18,18
346753,cg17291001,chr14,95107625,95107627,+,SERPINA13P,SERPINA13P,chr14:95103515-95103649,3977.0,18,17,18,18,18,18,13,18,18,18,16,17,18,9,17,17,17,17,17,11,17,18,18,18,13,17,18,18,17,18,18,18,17,18,17,18,18,17,18,18,18,18
346777,cg20804555,chr14,95235868,95235870,+,GSC,GSC,chr14:95215255-95215389,20480.0,14,14,14,14,15,14,15,14,11,4,14,14,2,14,14,15,14,15,14,4,14,14,16,14,14,15,2,15,16,14,15,2,14,15,14,15,14,14,14,14,14,14
346783,cg19224837,chr14,95236614,95236616,+,GSC,GSC,chr14:95215255-95215389,21226.0,2,15,14,16,16,16,16,14,13,2,14,14,2,15,2,15,16,16,16,2,14,15,16,2,14,15,2,15,16,16,14,2,2,16,14,16,14,15,16,16,16,16
346862,cg02719245,chr14,95624292,95624294,-,DICER1;DICER1-AS1,DICER1;DICER1-AS1,chr14:95624546-95624680,253.0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,1
346893,cg27508821,chr14,95786041,95786043,-,CLMN,CLMN,chr14:95778228-95778362,7680.0,2,2,1,1,1,1,1,1,1,3,2,1,2,2,2,2,1,1,1,1,1,1,1,2,14,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1
346894,cg21339926,chr14,95786620,95786622,+,CLMN,CLMN,chr14:95778228-95778362,8259.0,2,14,2,9,4,3,9,1,9,1,4,3,2,14,4,14,3,1,2,3,10,3,3,1,4,3,9,3,3,3,4,1,3,14,9,10,2,14,1,10,3,3
346911,cg10145926,chr14,95875791,95875793,+,SYNE3,SYNE3,chr14:95883771-95883905,7979.0,9,11,11,11,11,9,6,9,6,6,9,9,10,15,11,9,9,18,18,18,9,9,9,6,18,11,9,5,6,18,6,10,11,18,11,5,6,11,11,9,18,9
346913,cg01316071,chr14,95876995,95876997,-,SYNE3,SYNE3,chr14:95883771-95883905,6775.0,6,5,6,6,18,10,5,9,6,6,17,9,9,17,5,11,10,18,18,6,9,9,17,6,18,17,9,5,6,6,6,11,6,18,6,5,6,7,6,9,17,6
346927,cg16522484,chr14,95942048,95942050,-,SYNE3,SYNE3,chr14:95918904-95919038,23011.0,5,5,6,6,6,6,5,6,5,18,6,6,5,6,5,16,6,18,18,6,6,6,6,6,6,9,6,5,5,6,5,6,5,6,6,5,6,5,6,5,11,6
346929,cg04514469,chr14,95942665,95942667,+,SYNE3,SYNE3,chr14:95918904-95919038,23628.0,6,6,6,6,6,6,6,6,5,18,6,6,6,6,7,16,6,18,18,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6
346960,cg11375079,chr14,96001245,96001247,-,GLRX5;SCARNA13;SNHG10,GLRX5;SCARNA13;SNHG10,chr14:95993852-95993986,7260.0,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2
346989,cg27504299,chr14,96152108,96152110,-,RP11-1070N10.6;TCL1B,RP11-1070N10.6;TCL1B,chr14:96150282-96150416,1693.0,18,16,18,17,17,17,13,17,18,17,16,17,17,11,16,17,17,17,17,18,17,17,17,18,17,6,17,17,17,13,17,17,17,18,17,18,17,17,17,18,18,17
346995,cg13771579,chr14,96152765,96152767,+,RP11-1070N10.6;TCL1B,RP11-1070N10.6;TCL1B,chr14:96150282-96150416,2350.0,18,16,18,17,17,17,13,17,18,17,16,17,17,17,16,17,17,17,17,18,17,17,17,18,17,11,17,17,17,13,17,17,17,18,17,13,17,17,17,18,18,17
347000,cg14127336,chr14,96180318,96180320,+,RP11-164H13.1;TCL1A,RP11-164H13.1;TCL1A,chr14:96180445-96180579,126.0,18,16,17,17,16,16,12,17,18,17,16,17,13,16,16,16,17,16,17,13,17,17,16,16,16,16,18,17,10,16,16,16,17,16,17,12,16,16,16,18,16,16
347005,cg13282837,chr14,96180647,96180649,+,RP11-164H13.1;TCL1A,RP11-164H13.1;TCL1A,chr14:96180445-96180579,69.0,18,16,17,17,16,16,12,17,18,17,16,17,13,15,17,16,17,16,17,13,17,17,16,16,16,17,18,17,18,16,16,17,17,16,17,13,16,16,16,18,16,16
347077,cg24010952,chr14,96670861,96670863,-,BDKRB2;RP11-404P21.8,BDKRB2;RP11-404P21.8,chr14:96671827-96671961,965.0,1,14,3,3,3,15,10,3,6,2,4,4,17,14,14,14,4,1,1,1,1,3,3,2,14,3,4,4,1,1,3,2,4,14,14,18,1,14,3,14,1,1
347101,cg10528989,chr14,96722305,96722307,-,BDKRB1;RP11-404P21.8,BDKRB1;RP11-404P21.8,chr14:96722877-96723011,571.0,9,17,11,10,10,17,13,18,6,11,9,18,17,17,9,9,17,10,18,6,18,17,10,18,18,10,18,18,10,9,10,18,17,18,9,17,3,9,17,18,11,18
347140,cg17504464,chr14,96857889,96857891,-,AK7,AK7,chr14:96890859-96890993,32969.0,2,14,4,3,14,1,1,1,2,1,4,1,2,3,4,14,1,10,1,1,1,1,2,2,1,4,1,3,1,1,1,1,1,3,3,1,2,14,3,1,2,1
347150,cg18936744,chr14,96858457,96858459,-,AK7,AK7,chr14:96890859-96890993,32401.0,2,14,2,1,2,1,1,1,1,2,2,1,2,2,1,14,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,14,1,1,2,1
347164,cg02166313,chr14,96968049,96968051,+,PAPOLA;RP11-872J21.3,PAPOLA;RP11-872J21.3,chr14:96968333-96968467,283.0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1
347171,cg07016325,chr14,96968744,96968746,+,PAPOLA;RP11-872J21.3,PAPOLA;RP11-872J21.3,chr14:96968333-96968467,278.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347235,cg10971750,chr14,97264165,97264167,-,VRK1,VRK1,chr14:97221348-97221482,42684.0,2,4,2,1,1,1,3,1,2,1,2,2,2,2,4,1,2,1,2,4,2,2,2,2,1,2,2,4,1,1,4,2,3,1,2,3,2,2,1,1,3,2
347345,cg06906435,chr14,99177776,99177778,+,C14orf177,C14orf177,chr14:99504233-99504367,326456.0,18,18,18,18,17,17,13,17,13,18,17,17,13,17,17,18,17,17,17,18,17,17,17,17,18,18,17,17,17,17,17,17,18,6,18,18,18,6,17,18,18,17
347346,cg24169915,chr14,99177986,99177988,+,C14orf177,C14orf177,chr14:99504233-99504367,326246.0,18,18,18,18,17,17,13,17,13,18,16,17,13,17,17,18,17,17,17,18,17,17,17,17,18,18,17,17,17,17,17,17,18,11,18,18,18,6,17,18,18,17
347439,cg02452985,chr14,99737547,99737549,+,BCL11B,BCL11B,chr14:99738582-99738716,1034.0,2,14,2,1,14,14,14,14,15,14,15,2,14,14,15,14,2,1,2,4,2,14,1,18,1,16,17,15,1,1,14,2,14,1,16,9,14,14,1,1,2,14
347502,cg27559343,chr14,99947095,99947097,-,CCNK;SETD3,CCNK;SETD3,chr14:99946268-99946402,694.0,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1
347506,cg05602615,chr14,99947481,99947483,-,CCNK;SETD3,CCNK;SETD3,chr14:99946268-99946402,1080.0,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,10,2,2,2,2,2,2,1,1,10,2,10,2,2,2,1,1,1,10,2,1,1,2,2,2
347576,cg06834875,chr14,100111262,100111264,-,HHIPL1,HHIPL1,chr14:100114861-100114995,3598.0,4,14,2,16,14,2,2,4,18,4,14,4,18,14,2,14,2,18,18,4,2,2,14,2,16,14,2,11,16,14,14,2,1,16,14,11,2,14,14,1,3,14
347577,cg02867079,chr14,100111268,100111270,-,HHIPL1,HHIPL1,chr14:100114861-100114995,3592.0,4,14,2,16,14,2,2,4,18,4,14,4,18,14,2,14,2,18,18,4,2,2,14,2,16,14,2,11,16,14,14,2,1,16,14,11,2,14,14,1,3,14
347623,cg01117627,chr14,100150712,100150714,-,CYP46A1,CYP46A1,chr14:100149180-100149314,1399.0,1,2,2,2,2,1,1,1,2,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,2,1,1,2,2,1,1,17,2,2,2,2,2,2,2,2
347664,cg02727423,chr14,100258972,100258974,-,EML1,EML1,chr14:100273799-100273933,14826.0,3,1,3,15,3,10,10,3,11,1,1,3,10,9,3,3,10,10,10,11,1,3,4,11,16,9,3,10,10,10,15,10,10,16,9,2,3,10,15,3,18,10
347671,cg03673687,chr14,100259803,100259805,-,EML1,EML1,chr14:100273799-100273933,13995.0,1,2,2,2,2,1,3,2,2,1,2,2,1,2,2,2,2,10,1,1,2,2,2,1,14,6,10,2,1,1,1,1,1,16,2,10,2,2,16,2,2,2
347717,cg18621299,chr14,100531590,100531592,+,CTD-2376I20.1;EVL,CTD-2376I20.1;EVL,chr14:100539137-100539271,7546.0,2,11,18,10,18,9,9,18,11,11,18,6,18,9,4,10,6,9,18,6,6,18,18,18,3,9,10,10,10,10,10,9,11,3,10,9,10,9,1,18,6,18
347719,cg17813891,chr14,100532035,100532037,+,CTD-2376I20.1;EVL,CTD-2376I20.1;EVL,chr14:100539137-100539271,7101.0,2,2,2,1,1,11,10,1,10,11,11,10,18,1,2,2,6,1,18,6,6,10,2,18,1,1,10,1,1,1,3,9,11,3,10,9,1,1,1,10,11,1
347755,cg00890257,chr14,100625755,100625757,+,DEGS2,DEGS2,chr14:100621474-100621608,4148.0,2,15,15,3,14,14,4,14,1,14,14,2,13,15,14,14,2,10,2,2,2,14,3,14,14,15,2,11,4,1,14,2,4,14,14,15,14,14,3,2,15,14
347759,cg08307816,chr14,100626191,100626193,+,DEGS2,DEGS2,chr14:100621474-100621608,4584.0,2,15,16,2,2,2,2,14,2,14,2,2,12,15,15,14,2,10,2,2,2,16,2,14,14,15,2,11,2,1,14,2,14,14,2,15,14,15,1,2,15,2
347802,cg20009671,chr14,100704670,100704672,+,RP11-638I2.4;YY1,RP11-638I2.4;YY1,chr14:100706700-100706834,2029.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
347806,cg22763181,chr14,100705158,100705160,+,RP11-638I2.4;YY1,RP11-638I2.4;YY1,chr14:100706700-100706834,1541.0,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1
347842,cg25906332,chr14,100772294,100772296,-,SLC25A29,SLC25A29,chr14:100769566-100769700,2595.0,2,14,2,1,2,1,1,1,1,3,1,1,1,14,4,3,1,1,1,4,1,1,14,1,3,4,1,3,1,1,3,1,1,3,3,2,2,14,3,1,2,1
347860,cg19798224,chr14,100789508,100789510,+,AL157871.1;SLC25A47,AL157871.1;SLC25A47,chr14:100784649-100784783,4726.0,6,16,18,18,6,6,6,18,6,18,18,18,18,6,18,16,6,18,18,6,18,18,18,6,6,17,18,3,18,6,17,6,6,18,6,6,18,17,18,6,18,18
347862,cg00239071,chr14,100789736,100789738,-,AL157871.1;SLC25A47,AL157871.1;SLC25A47,chr14:100784649-100784783,4954.0,6,16,18,18,6,6,6,18,6,18,18,18,18,6,18,16,6,18,18,6,18,18,18,6,6,17,18,1,18,6,17,6,6,18,6,6,18,17,18,6,18,18
347883,cg25017837,chr14,100842310,100842312,+,WARS;WDR25,WARS;WDR25,chr14:100843381-100843515,1070.0,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,1,1,3,1,1,2,1
347891,cg19434303,chr14,100843066,100843068,+,WARS;WDR25,WARS;WDR25,chr14:100843381-100843515,314.0,1,1,3,3,3,1,1,3,1,1,3,1,1,3,3,3,3,1,1,1,1,1,3,2,3,3,1,3,1,1,1,1,1,3,3,10,3,3,3,1,2,1
347953,cg13673514,chr14,101035817,101035819,-,BEGAIN,BEGAIN,chr14:101014367-101014501,21317.0,16,14,16,16,16,16,15,14,2,17,14,14,17,14,16,15,14,16,16,4,14,14,16,17,16,14,14,17,16,15,14,4,4,16,15,17,14,15,16,14,16,16
347957,cg05730092,chr14,101036469,101036471,-,BEGAIN,BEGAIN,chr14:101014367-101014501,21969.0,16,15,16,16,16,16,17,16,17,17,16,16,17,16,16,16,17,16,17,18,17,16,16,17,16,16,17,17,17,17,16,18,16,16,16,17,16,15,16,17,16,16
348013,cg06504820,chr14,101192272,101192274,+,DLK1,DLK1,chr14:101176149-101176283,15990.0,16,15,17,16,16,16,12,16,13,16,16,16,12,16,16,16,16,16,17,12,16,16,16,16,16,15,16,16,16,16,17,18,16,16,16,12,16,15,16,16,16,16
348026,cg17412258,chr14,101193016,101193018,+,DLK1,DLK1,chr14:101176149-101176283,16734.0,16,14,17,17,16,16,17,16,13,16,16,16,17,14,16,15,16,16,17,11,16,16,16,2,16,16,17,17,16,16,17,18,14,16,16,16,16,14,17,16,16,16
348030,cg09971646,chr14,101194144,101194146,+,DLK1,DLK1,chr14:101176149-101176283,17862.0,16,14,17,16,16,16,17,16,18,16,16,16,17,14,16,14,16,16,2,11,16,16,16,14,16,14,16,17,16,16,16,18,16,16,16,17,16,14,17,16,16,16
348075,cg16567044,chr14,101291135,101291137,+,MEG3;MEG3_1,MEG3;MEG3_1,chr14:101293573-101293707,2437.0,17,3,16,18,15,16,6,15,13,17,16,18,17,3,15,15,17,17,18,17,2,15,15,6,16,9,6,6,18,18,17,6,11,15,16,11,16,3,17,10,4,17
348085,cg09280976,chr14,101291686,101291688,+,MEG3;MEG3_1,MEG3;MEG3_1,chr14:101293573-101293707,1886.0,17,3,16,18,16,16,11,15,13,16,16,18,17,3,16,14,1,16,18,17,2,15,14,11,16,1,6,6,18,18,2,6,11,15,15,6,16,3,17,2,2,16
348093,cg25836301,chr14,101292305,101292307,-,MEG3;MEG3_1,MEG3;MEG3_1,chr14:101293573-101293707,1267.0,2,1,16,18,14,16,11,14,13,2,14,2,2,1,14,1,2,16,1,2,1,14,14,2,16,2,6,6,18,18,2,2,2,16,14,6,2,1,17,2,1,2
348096,cg05711886,chr14,101292679,101292681,-,MEG3;MEG3_1,MEG3;MEG3_1,chr14:101293573-101293707,893.0,2,1,16,1,14,14,6,14,13,2,14,2,2,1,14,1,1,10,1,2,1,14,14,1,16,1,2,10,10,2,1,1,2,14,14,10,14,1,2,2,1,1
348099,cg15373285,chr14,101293089,101293091,-,MEG3,MEG3,chr14:101293573-101293707,483.0,2,1,16,1,14,2,6,1,18,2,14,1,2,1,14,1,2,16,2,2,1,14,14,1,16,1,2,10,10,17,1,2,2,14,14,10,14,1,2,1,1,1
348101,cg15101633,chr14,101293725,101293727,-,MEG3,MEG3,chr14:101293573-101293707,19.0,2,1,14,18,14,2,2,14,18,2,14,2,13,1,2,1,2,16,2,2,2,2,14,2,16,1,17,17,17,17,2,2,2,12,2,10,14,1,2,2,2,2
348104,cg04291079,chr14,101294429,101294431,+,MEG3;MEG3_2,MEG3;MEG3_2,chr14:101294507-101294641,77.0,17,2,17,18,16,16,12,16,18,14,17,2,13,2,14,2,2,16,2,4,2,2,16,1,12,6,17,17,17,13,12,6,2,12,16,12,16,1,18,2,2,2
348617,cg04623955,chr14,102026375,102026377,-,DIO3;DIO3OS,DIO3;DIO3OS,chr14:102026731-102026865,355.0,1,14,2,1,14,14,1,14,2,14,2,16,17,14,14,14,16,16,2,4,16,16,14,1,16,14,17,3,14,3,14,2,14,16,14,16,14,14,1,2,2,14
348729,cg14512008,chr14,102276077,102276079,+,CTD-2017C7.2;PPP2R5C,CTD-2017C7.2;PPP2R5C,chr14:102274410-102274544,1534.0,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,2,1
348732,cg11903096,chr14,102276266,102276268,+,CTD-2017C7.2;PPP2R5C,CTD-2017C7.2;PPP2R5C,chr14:102274410-102274544,1723.0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
348788,cg14693893,chr14,102430592,102430594,+,DYNC1H1,DYNC1H1,chr14:102427546-102427680,2913.0,3,3,3,4,4,10,10,3,6,1,3,3,10,3,3,9,3,10,10,11,3,3,4,10,4,11,3,10,10,10,3,10,3,11,3,6,1,3,4,3,11,3
348794,cg07672479,chr14,102431105,102431107,+,DYNC1H1,DYNC1H1,chr14:102427546-102427680,3426.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348886,cg18412984,chr14,102604721,102604723,-,HSP90AA1;WDR20,HSP90AA1;WDR20,chr14:102605745-102605879,1023.0,18,18,18,18,18,6,6,6,18,18,6,6,6,6,6,6,6,18,18,18,6,10,6,6,18,6,10,18,6,6,18,18,6,18,18,6,6,6,6,6,18,6
348889,cg10833014,chr14,102605951,102605953,-,HSP90AA1;WDR20,HSP90AA1;WDR20,chr14:102605745-102605879,73.0,1,14,1,1,1,1,1,1,2,1,2,1,1,2,1,14,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,2,1,1,1,1,1
348893,cg04281268,chr14,102606292,102606294,-,HSP90AA1;WDR20,HSP90AA1;WDR20,chr14:102605745-102605879,414.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
348957,cg07757386,chr14,102771444,102771446,-,MOK,MOK,chr14:102780639-102780773,9194.0,2,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,3,1,2,1,2,1,2,1
348963,cg18211447,chr14,102771716,102771718,-,MOK,MOK,chr14:102780639-102780773,8922.0,2,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,3,1,3,1,1,1,1,1,2,1,1,2,1,1,1,2,1
348996,cg22474507,chr14,102829871,102829873,-,CINP;TECPR2,CINP;TECPR2,chr14:102789517-102789651,40221.0,1,3,1,4,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,3,3,1,3,1,1,1,1,1,4,3,3,1,3,1,1,2,1
